Restaurant,Category,Item Name,Description,Price,Vegetarian,Spicy,Gluten-Free,Calories
Restaurant_28,Appetizers,Creamy Lettuce Soup,Tender creamy lettuce soup cooked to perfection with a blend of spices.,25.03,No,No,Yes,459
Restaurant_19,Main Course,Roasted Mushroom Soup,A delicious roasted mushroom soup made fresh to order.,18.03,Yes,No,No,198
Restaurant_45,Drinks,Zesty Tofu Cake,Savory and satisfying zesty tofu cake with a touch of our special sauce.,7.03,No,Yes,No,396
Restaurant_29,Desserts,Creamy Tomato Salad,Enjoy the rich flavors of creamy tomato salad with every bite.,14.14,No,Yes,No,398
Restaurant_33,Main Course,Grilled Beef Smoothie,"A classic favorite, our grilled beef smoothie is prepared with quality ingredients.",5.5,Yes,Yes,No,536
Restaurant_87,Appetizers,Sweet Salmon Wings,Enjoy the rich flavors of sweet salmon wings with every bite.,8.86,Yes,No,No,165
Restaurant_28,Main Course,Sweet Tomato Tacos,Enjoy the rich flavors of sweet tomato tacos with every bite.,22.0,No,Yes,No,439
Restaurant_49,Drinks,Zesty Tofu Soup,"A classic favorite, our zesty tofu soup is prepared with quality ingredients.",12.71,No,No,Yes,889
Restaurant_61,Desserts,Tangy Tofu Sandwich,Savory and satisfying tangy tofu sandwich with a touch of our special sauce.,4.23,Yes,Yes,Yes,417
Restaurant_71,Drinks,Crispy Pork Tacos,"A classic favorite, our crispy pork tacos is prepared with quality ingredients.",9.21,Yes,No,No,413
Restaurant_98,Drinks,Fresh Tomato Pizza,"A classic favorite, our fresh tomato pizza is prepared with quality ingredients.",7.57,No,Yes,Yes,686
Restaurant_5,Appetizers,Spicy Chicken Cake,Tender spicy chicken cake cooked to perfection with a blend of spices.,25.75,Yes,Yes,Yes,159
Restaurant_28,Drinks,Grilled Chicken Wings,Enjoy the rich flavors of grilled chicken wings with every bite.,27.64,No,Yes,Yes,694
Restaurant_71,Drinks,Spicy Chicken Pasta,"A classic favorite, our spicy chicken pasta is prepared with quality ingredients.",17.46,No,Yes,No,333
Restaurant_14,Appetizers,Zesty Pork Tacos,Tender zesty pork tacos cooked to perfection with a blend of spices.,19.73,No,No,No,556
Restaurant_11,Desserts,Roasted Tomato Wings,Tender roasted tomato wings cooked to perfection with a blend of spices.,29.74,Yes,No,Yes,819
Restaurant_84,Appetizers,Sweet Cheese Cake,Savory and satisfying sweet cheese cake with a touch of our special sauce.,17.92,Yes,Yes,Yes,234
Restaurant_64,Drinks,Grilled Mango Burger,Enjoy the rich flavors of grilled mango burger with every bite.,27.82,Yes,Yes,No,427
Restaurant_6,Appetizers,Crispy Lettuce Wings,A delicious crispy lettuce wings made fresh to order.,7.84,No,Yes,Yes,751
Restaurant_19,Drinks,Sweet Mushroom Pizza,Enjoy the rich flavors of sweet mushroom pizza with every bite.,9.49,No,No,No,293
Restaurant_89,Appetizers,Zesty Tofu Salad,A delicious zesty tofu salad made fresh to order.,14.8,Yes,No,No,484
Restaurant_4,Desserts,Fresh Tomato Tacos,"A classic favorite, our fresh tomato tacos is prepared with quality ingredients.",17.93,No,No,Yes,846
Restaurant_75,Drinks,Sweet Mango Soup,Tender sweet mango soup cooked to perfection with a blend of spices.,22.25,Yes,No,Yes,539
Restaurant_92,Main Course,Roasted Tofu Sandwich,A delicious roasted tofu sandwich made fresh to order.,5.47,No,No,No,426
Restaurant_14,Main Course,Sweet Pork Cake,Savory and satisfying sweet pork cake with a touch of our special sauce.,18.04,No,Yes,Yes,241
Restaurant_46,Appetizers,Grilled Cheese Salad,"A classic favorite, our grilled cheese salad is prepared with quality ingredients.",14.17,Yes,Yes,Yes,851
Restaurant_49,Main Course,Creamy Mushroom Soup,"A classic favorite, our creamy mushroom soup is prepared with quality ingredients.",16.31,Yes,Yes,No,432
Restaurant_54,Desserts,Fresh Beef Sandwich,"A classic favorite, our fresh beef sandwich is prepared with quality ingredients.",28.49,No,Yes,No,259
Restaurant_18,Desserts,Spicy Cheese Sandwich,Enjoy the rich flavors of spicy cheese sandwich with every bite.,13.26,No,No,No,590
Restaurant_84,Main Course,Crispy Tofu Wings,Tender crispy tofu wings cooked to perfection with a blend of spices.,15.93,Yes,No,No,448
Restaurant_95,Drinks,Tangy Tofu Cake,"A classic favorite, our tangy tofu cake is prepared with quality ingredients.",25.05,No,No,Yes,727
Restaurant_26,Main Course,Zesty Chicken Smoothie,Tender zesty chicken smoothie cooked to perfection with a blend of spices.,14.84,No,Yes,No,839
Restaurant_64,Main Course,Crispy Salmon Soup,Tender crispy salmon soup cooked to perfection with a blend of spices.,22.31,No,Yes,No,762
Restaurant_62,Drinks,Zesty Lettuce Cake,Enjoy the rich flavors of zesty lettuce cake with every bite.,3.99,No,Yes,Yes,404
Restaurant_85,Desserts,Creamy Mango Salad,Enjoy the rich flavors of creamy mango salad with every bite.,29.56,No,No,No,258
Restaurant_2,Appetizers,Crispy Salmon Pasta,Enjoy the rich flavors of crispy salmon pasta with every bite.,18.07,Yes,No,No,550
Restaurant_60,Main Course,Grilled Chicken Smoothie,A delicious grilled chicken smoothie made fresh to order.,10.98,Yes,Yes,Yes,506
Restaurant_40,Desserts,Fresh Salmon Pasta,Savory and satisfying fresh salmon pasta with a touch of our special sauce.,12.4,Yes,No,No,476
Restaurant_9,Desserts,Spicy Beef Salad,"A classic favorite, our spicy beef salad is prepared with quality ingredients.",20.5,Yes,Yes,Yes,715
Restaurant_21,Desserts,Zesty Cheese Smoothie,Tender zesty cheese smoothie cooked to perfection with a blend of spices.,24.54,Yes,Yes,No,555
Restaurant_4,Main Course,Fresh Mango Cake,Savory and satisfying fresh mango cake with a touch of our special sauce.,3.12,Yes,Yes,No,870
Restaurant_9,Appetizers,Zesty Pork Sandwich,"A classic favorite, our zesty pork sandwich is prepared with quality ingredients.",8.32,Yes,No,No,690
Restaurant_82,Desserts,Roasted Mango Cake,Enjoy the rich flavors of roasted mango cake with every bite.,6.08,No,No,Yes,839
Restaurant_91,Desserts,Sweet Pork Sandwich,A delicious sweet pork sandwich made fresh to order.,9.44,Yes,Yes,No,860
Restaurant_19,Drinks,Roasted Mango Pizza,Enjoy the rich flavors of roasted mango pizza with every bite.,13.36,Yes,No,Yes,718
Restaurant_22,Drinks,Crispy Pork Pizza,"A classic favorite, our crispy pork pizza is prepared with quality ingredients.",25.73,Yes,No,Yes,646
Restaurant_18,Main Course,Roasted Lettuce Pasta,Savory and satisfying roasted lettuce pasta with a touch of our special sauce.,14.05,No,No,No,650
Restaurant_22,Appetizers,Spicy Salmon Soup,A delicious spicy salmon soup made fresh to order.,10.42,No,Yes,No,729
Restaurant_96,Drinks,Zesty Lettuce Burger,Enjoy the rich flavors of zesty lettuce burger with every bite.,6.08,No,Yes,No,709
Restaurant_28,Drinks,Sweet Salmon Soup,A delicious sweet salmon soup made fresh to order.,15.14,No,Yes,No,270
Restaurant_100,Main Course,Tangy Mango Sandwich,Enjoy the rich flavors of tangy mango sandwich with every bite.,20.08,Yes,Yes,Yes,361
Restaurant_8,Desserts,Zesty Mushroom Wings,Enjoy the rich flavors of zesty mushroom wings with every bite.,7.55,No,No,No,676
Restaurant_87,Appetizers,Creamy Cheese Salad,"A classic favorite, our creamy cheese salad is prepared with quality ingredients.",26.41,Yes,Yes,Yes,299
Restaurant_92,Desserts,Tangy Cheese Smoothie,Tender tangy cheese smoothie cooked to perfection with a blend of spices.,18.59,No,No,No,612
Restaurant_10,Appetizers,Roasted Lettuce Soup,"A classic favorite, our roasted lettuce soup is prepared with quality ingredients.",15.28,No,No,Yes,900
Restaurant_12,Drinks,Grilled Beef Pasta,Savory and satisfying grilled beef pasta with a touch of our special sauce.,8.88,No,Yes,No,424
Restaurant_42,Desserts,Grilled Lettuce Wings,Tender grilled lettuce wings cooked to perfection with a blend of spices.,18.29,No,No,Yes,197
Restaurant_13,Drinks,Spicy Beef Pizza,Savory and satisfying spicy beef pizza with a touch of our special sauce.,15.33,No,Yes,Yes,815
Restaurant_39,Main Course,Crispy Beef Sandwich,"A classic favorite, our crispy beef sandwich is prepared with quality ingredients.",5.23,Yes,Yes,No,790
Restaurant_40,Main Course,Roasted Beef Burger,A delicious roasted beef burger made fresh to order.,8.76,Yes,Yes,Yes,681
Restaurant_88,Drinks,Spicy Chicken Sandwich,A delicious spicy chicken sandwich made fresh to order.,29.68,No,Yes,No,222
Restaurant_30,Drinks,Sweet Beef Burger,"A classic favorite, our sweet beef burger is prepared with quality ingredients.",12.92,No,Yes,No,286
Restaurant_83,Main Course,Sweet Lettuce Wings,A delicious sweet lettuce wings made fresh to order.,19.48,Yes,No,No,889
Restaurant_28,Main Course,Roasted Mango Smoothie,Tender roasted mango smoothie cooked to perfection with a blend of spices.,5.34,Yes,Yes,Yes,753
Restaurant_94,Drinks,Grilled Cheese Sandwich,Tender grilled cheese sandwich cooked to perfection with a blend of spices.,9.69,Yes,Yes,No,857
Restaurant_4,Desserts,Tangy Lettuce Wings,Enjoy the rich flavors of tangy lettuce wings with every bite.,8.09,No,No,Yes,395
Restaurant_64,Drinks,Sweet Salmon Smoothie,Enjoy the rich flavors of sweet salmon smoothie with every bite.,4.92,Yes,No,No,285
Restaurant_50,Drinks,Grilled Lettuce Pizza,Savory and satisfying grilled lettuce pizza with a touch of our special sauce.,28.77,Yes,Yes,Yes,164
Restaurant_34,Main Course,Spicy Chicken Cake,Enjoy the rich flavors of spicy chicken cake with every bite.,10.74,No,No,No,234
Restaurant_82,Main Course,Crispy Beef Soup,A delicious crispy beef soup made fresh to order.,16.81,Yes,Yes,No,550
Restaurant_76,Appetizers,Crispy Cheese Tacos,A delicious crispy cheese tacos made fresh to order.,9.6,No,Yes,No,776
Restaurant_78,Appetizers,Crispy Pork Burger,A delicious crispy pork burger made fresh to order.,22.11,Yes,Yes,No,505
Restaurant_67,Desserts,Creamy Tofu Pizza,"A classic favorite, our creamy tofu pizza is prepared with quality ingredients.",22.79,Yes,Yes,No,589
Restaurant_35,Appetizers,Crispy Mango Burger,Savory and satisfying crispy mango burger with a touch of our special sauce.,15.29,No,Yes,No,730
Restaurant_22,Desserts,Creamy Mushroom Burger,Enjoy the rich flavors of creamy mushroom burger with every bite.,21.2,Yes,Yes,Yes,195
Restaurant_2,Main Course,Spicy Tomato Sandwich,Savory and satisfying spicy tomato sandwich with a touch of our special sauce.,27.85,Yes,Yes,No,379
Restaurant_42,Main Course,Roasted Tofu Soup,A delicious roasted tofu soup made fresh to order.,18.43,Yes,Yes,Yes,378
Restaurant_67,Appetizers,Roasted Beef Smoothie,"A classic favorite, our roasted beef smoothie is prepared with quality ingredients.",23.89,No,No,Yes,716
Restaurant_59,Appetizers,Grilled Salmon Soup,Enjoy the rich flavors of grilled salmon soup with every bite.,24.18,Yes,No,No,755
Restaurant_64,Main Course,Zesty Salmon Pizza,A delicious zesty salmon pizza made fresh to order.,28.17,Yes,Yes,No,801
Restaurant_89,Appetizers,Grilled Chicken Cake,"A classic favorite, our grilled chicken cake is prepared with quality ingredients.",5.81,Yes,No,No,211
Restaurant_19,Desserts,Sweet Chicken Tacos,Enjoy the rich flavors of sweet chicken tacos with every bite.,14.15,No,No,Yes,744
Restaurant_13,Main Course,Roasted Beef Wings,Enjoy the rich flavors of roasted beef wings with every bite.,4.68,Yes,Yes,No,417
Restaurant_41,Drinks,Grilled Tofu Smoothie,"A classic favorite, our grilled tofu smoothie is prepared with quality ingredients.",9.31,Yes,Yes,Yes,309
Restaurant_14,Main Course,Fresh Tomato Sandwich,Savory and satisfying fresh tomato sandwich with a touch of our special sauce.,6.26,No,Yes,No,465
Restaurant_60,Desserts,Sweet Beef Pizza,"A classic favorite, our sweet beef pizza is prepared with quality ingredients.",25.31,Yes,Yes,No,301
Restaurant_12,Main Course,Grilled Cheese Pasta,A delicious grilled cheese pasta made fresh to order.,21.28,No,Yes,Yes,564
Restaurant_58,Main Course,Sweet Tomato Burger,Tender sweet tomato burger cooked to perfection with a blend of spices.,6.28,Yes,Yes,Yes,352
Restaurant_52,Desserts,Sweet Mango Wings,"A classic favorite, our sweet mango wings is prepared with quality ingredients.",27.77,Yes,Yes,Yes,352
Restaurant_83,Drinks,Creamy Beef Sandwich,A delicious creamy beef sandwich made fresh to order.,4.15,No,Yes,Yes,737
Restaurant_56,Drinks,Fresh Chicken Cake,Savory and satisfying fresh chicken cake with a touch of our special sauce.,7.67,Yes,Yes,No,436
Restaurant_58,Main Course,Spicy Mango Wings,Enjoy the rich flavors of spicy mango wings with every bite.,9.64,No,No,No,713
Restaurant_62,Appetizers,Sweet Mushroom Cake,Tender sweet mushroom cake cooked to perfection with a blend of spices.,14.32,Yes,Yes,No,880
Restaurant_46,Drinks,Zesty Tomato Sandwich,Enjoy the rich flavors of zesty tomato sandwich with every bite.,16.56,No,No,Yes,176
Restaurant_41,Main Course,Spicy Mushroom Salad,Savory and satisfying spicy mushroom salad with a touch of our special sauce.,17.29,Yes,Yes,Yes,403
Restaurant_85,Main Course,Crispy Lettuce Salad,Tender crispy lettuce salad cooked to perfection with a blend of spices.,18.54,No,No,Yes,330
Restaurant_31,Desserts,Grilled Mango Salad,"A classic favorite, our grilled mango salad is prepared with quality ingredients.",28.58,Yes,Yes,No,705
Restaurant_40,Main Course,Fresh Chicken Burger,A delicious fresh chicken burger made fresh to order.,9.28,Yes,Yes,No,150
Restaurant_43,Main Course,Creamy Tofu Pizza,"A classic favorite, our creamy tofu pizza is prepared with quality ingredients.",4.61,Yes,Yes,Yes,688
Restaurant_47,Appetizers,Grilled Cheese Wings,A delicious grilled cheese wings made fresh to order.,12.09,No,Yes,Yes,899
Restaurant_56,Drinks,Grilled Pork Pasta,Enjoy the rich flavors of grilled pork pasta with every bite.,24.25,Yes,Yes,No,464
Restaurant_94,Desserts,Creamy Pork Salad,Enjoy the rich flavors of creamy pork salad with every bite.,13.57,Yes,Yes,No,776
Restaurant_29,Appetizers,Fresh Pork Sandwich,A delicious fresh pork sandwich made fresh to order.,9.43,No,Yes,Yes,875
Restaurant_86,Desserts,Fresh Chicken Soup,Tender fresh chicken soup cooked to perfection with a blend of spices.,9.74,Yes,No,No,260
Restaurant_93,Appetizers,Spicy Cheese Smoothie,Savory and satisfying spicy cheese smoothie with a touch of our special sauce.,29.17,No,No,No,509
Restaurant_70,Drinks,Sweet Tomato Wings,Tender sweet tomato wings cooked to perfection with a blend of spices.,7.39,Yes,Yes,No,170
Restaurant_41,Desserts,Sweet Beef Sandwich,Tender sweet beef sandwich cooked to perfection with a blend of spices.,26.97,Yes,Yes,Yes,496
Restaurant_77,Drinks,Spicy Cheese Pizza,Enjoy the rich flavors of spicy cheese pizza with every bite.,27.02,Yes,Yes,Yes,489
Restaurant_27,Main Course,Roasted Lettuce Pasta,"A classic favorite, our roasted lettuce pasta is prepared with quality ingredients.",20.84,No,Yes,Yes,200
Restaurant_51,Drinks,Creamy Chicken Sandwich,A delicious creamy chicken sandwich made fresh to order.,14.55,No,No,Yes,249
Restaurant_4,Main Course,Creamy Mushroom Burger,Savory and satisfying creamy mushroom burger with a touch of our special sauce.,25.78,No,No,No,650
Restaurant_85,Desserts,Sweet Lettuce Cake,Tender sweet lettuce cake cooked to perfection with a blend of spices.,13.02,No,No,Yes,606
Restaurant_6,Desserts,Fresh Tomato Soup,Tender fresh tomato soup cooked to perfection with a blend of spices.,25.6,Yes,Yes,Yes,237
Restaurant_86,Desserts,Zesty Cheese Wings,Tender zesty cheese wings cooked to perfection with a blend of spices.,17.95,No,No,No,736
Restaurant_31,Drinks,Crispy Beef Cake,A delicious crispy beef cake made fresh to order.,16.56,Yes,Yes,No,327
Restaurant_22,Main Course,Tangy Pork Salad,Savory and satisfying tangy pork salad with a touch of our special sauce.,5.12,No,Yes,Yes,759
Restaurant_34,Desserts,Sweet Beef Cake,Enjoy the rich flavors of sweet beef cake with every bite.,13.73,No,No,No,162
Restaurant_90,Drinks,Sweet Cheese Pizza,Tender sweet cheese pizza cooked to perfection with a blend of spices.,18.3,Yes,Yes,Yes,442
Restaurant_69,Desserts,Roasted Mushroom Cake,Savory and satisfying roasted mushroom cake with a touch of our special sauce.,18.44,No,Yes,Yes,432
Restaurant_52,Main Course,Roasted Chicken Cake,"A classic favorite, our roasted chicken cake is prepared with quality ingredients.",21.64,Yes,No,No,531
Restaurant_3,Desserts,Crispy Mushroom Soup,Savory and satisfying crispy mushroom soup with a touch of our special sauce.,26.17,Yes,Yes,Yes,457
Restaurant_96,Drinks,Grilled Mushroom Cake,Enjoy the rich flavors of grilled mushroom cake with every bite.,20.43,Yes,No,Yes,566
Restaurant_95,Drinks,Zesty Tofu Salad,Enjoy the rich flavors of zesty tofu salad with every bite.,24.37,Yes,No,No,288
Restaurant_100,Appetizers,Creamy Salmon Tacos,A delicious creamy salmon tacos made fresh to order.,9.74,No,Yes,No,871
Restaurant_26,Desserts,Grilled Tomato Pasta,Savory and satisfying grilled tomato pasta with a touch of our special sauce.,20.16,Yes,Yes,Yes,531
Restaurant_63,Drinks,Creamy Tomato Wings,Enjoy the rich flavors of creamy tomato wings with every bite.,12.44,Yes,No,Yes,441
Restaurant_4,Drinks,Spicy Pork Wings,Tender spicy pork wings cooked to perfection with a blend of spices.,26.14,Yes,Yes,No,817
Restaurant_53,Appetizers,Spicy Tomato Pizza,Tender spicy tomato pizza cooked to perfection with a blend of spices.,19.23,Yes,Yes,No,772
Restaurant_40,Desserts,Roasted Cheese Sandwich,Savory and satisfying roasted cheese sandwich with a touch of our special sauce.,9.8,No,No,No,748
Restaurant_14,Appetizers,Zesty Tofu Pasta,Enjoy the rich flavors of zesty tofu pasta with every bite.,19.44,No,Yes,No,215
Restaurant_44,Desserts,Grilled Mushroom Soup,"A classic favorite, our grilled mushroom soup is prepared with quality ingredients.",8.09,Yes,Yes,No,826
Restaurant_41,Main Course,Spicy Tomato Soup,"A classic favorite, our spicy tomato soup is prepared with quality ingredients.",27.49,No,No,Yes,747
